year,period,periodName,date,series,value,md_rate,mn_rate
2020,M02,February,2020-02-01,hl,5998,5624,5575.454545454545
2020,M02,February,2020-02-01,hr,3.9,3.8,3.818181818181818
2020,M02,February,2020-02-01,tsl,5779,5319,5295.181818181818
2020,M02,February,2020-02-01,tsr,3.8,3.7,3.6272727272727274
2020,M02,February,2020-02-01,jol,6995,6552,6862.727272727273
2020,M02,February,2020-02-01,jor,4.4,4.2,4.4363636363636365
2020,M01,January,2020-01-01,ldl,1800,1745,1725.909090909091
2020,M01,January,2020-01-01,ldr,1.2,1.2,1.1818181818181819
2020,M01,January,2020-01-01,ql,3554,3188,3187.4545454545455
2020,M01,January,2020-01-01,qr,2.3,2.2,2.172727272727273
2020,M01,January,2020-01-01,hl,6014,5512,5518.454545454545
2020,M01,January,2020-01-01,hr,4,3.8,3.790909090909091
2020,M01,January,2020-01-01,tsl,5714,5288,5264.454545454545
2020,M01,January,2020-01-01,tsr,3.8,3.6,3.6272727272727274
2020,M01,January,2020-01-01,jol,7184,6621,6870
2020,M01,January,2020-01-01,jor,4.5,4.3,4.454545454545454
2019,M12,December,2019-12-01,ldl,1939,1786.5,1743.3
2019,M12,December,2019-12-01,ldr,1.3,1.25,1.2
2019,M12,December,2019-12-01,ql,3536,3312.5,3289.8
2019,M12,December,2019-12-01,qr,2.3,2.25,2.24
2019,M12,December,2019-12-01,hl,5913,5569,5627.2
2019,M12,December,2019-12-01,hr,3.9,3.9,3.85
2019,M12,December,2019-12-01,tsl,5828,5401.5,5382.7
2019,M12,December,2019-12-01,tsr,3.8,3.7,3.68
2019,M12,December,2019-12-01,jol,6709,6522.5,7150.8
2019,M12,December,2019-12-01,jor,4.2,4.15,4.6
2019,M11,November,2019-11-01,ldl,1784,1749,1732.3
2019,M11,November,2019-11-01,ldr,1.2,1.2,1.19
2019,M11,November,2019-11-01,ql,3526,3219.5,3303.9
2019,M11,November,2019-11-01,qr,2.3,2.25,2.25
2019,M11,November,2019-11-01,hl,5868,5660,5645.6
2019,M11,November,2019-11-01,hr,3.9,3.8499999999999996,3.88
2019,M11,November,2019-11-01,tsl,5674,5478.5,5391.7
2019,M11,November,2019-11-01,tsr,3.7,3.6500000000000004,3.69
2019,M11,November,2019-11-01,jol,6919,6573,7027.8
2019,M11,November,2019-11-01,jor,4.4,4.25,4.54
2019,M10,October,2019-10-01,ldl,1810,1760.5,1705.8
2019,M10,October,2019-10-01,ldr,1.2,1.2,1.16
2019,M10,October,2019-10-01,ql,3427,3261.5,3261.9
2019,M10,October,2019-10-01,qr,2.3,2.25,2.2199999999999998
2019,M10,October,2019-10-01,hl,5805,5693,5643.6
2019,M10,October,2019-10-01,hr,3.8,3.8,3.87
2019,M10,October,2019-10-01,tsl,5603,5379.5,5318.1
2019,M10,October,2019-10-01,tsr,3.7,3.7,3.64
2019,M10,October,2019-10-01,jol,7325,6614,7029.4
2019,M10,October,2019-10-01,jor,4.6,4.4,4.57
2019,M09,September,2019-09-01,ldl,1951,1741,1708.6
2019,M09,September,2019-09-01,ldr,1.3,1.2,1.18
2019,M09,September,2019-09-01,ql,3435,3181.5,3242
2019,M09,September,2019-09-01,qr,2.3,2.2,2.23
2019,M09,September,2019-09-01,hl,5973,5537.5,5632
2019,M09,September,2019-09-01,hr,3.9,3.75,3.88
2019,M09,September,2019-09-01,tsl,5727,5203.5,5297.4
2019,M09,September,2019-09-01,tsr,3.8,3.6,3.64
2019,M09,September,2019-09-01,jol,7160,6416,6953.7
2019,M09,September,2019-09-01,jor,4.5,4.25,4.51
2019,M08,August,2019-08-01,ldl,1800,1773,1714.2727272727273
2019,M08,August,2019-08-01,ldr,1.2,1.2,1.1727272727272728
2019,M08,August,2019-08-01,ql,3529,3103,3250.6363636363635
2019,M08,August,2019-08-01,qr,2.3,2.1,2.209090909090909
2019,M08,August,2019-08-01,hl,5914,5815,5633.272727272727
2019,M08,August,2019-08-01,hr,3.9,3.8,3.8545454545454545
2019,M08,August,2019-08-01,tsl,5631,5334,5318
2019,M08,August,2019-08-01,tsr,3.7,3.6,3.6272727272727274
2019,M08,August,2019-08-01,jol,7172,6360,7123.818181818182
2019,M08,August,2019-08-01,jor,4.5,4.3,4.590909090909091
2019,M07,July,2019-07-01,ldl,1831,1759,1722.4545454545455
2019,M07,July,2019-07-01,ldr,1.2,1.2,1.190909090909091
2019,M07,July,2019-07-01,ql,3614,3097,3234.181818181818
2019,M07,July,2019-07-01,qr,2.4,2.2,2.209090909090909
2019,M07,July,2019-07-01,hl,5886,5649,5649.909090909091
2019,M07,July,2019-07-01,hr,3.9,3.8,3.8636363636363638
2019,M07,July,2019-07-01,tsl,5795,5338,5302.727272727273
2019,M07,July,2019-07-01,tsr,3.8,3.6,3.609090909090909
2019,M07,July,2019-07-01,jol,7051,6514,7174.909090909091
2019,M07,July,2019-07-01,jor,4.5,4.5,4.654545454545454
2019,M06,June,2019-06-01,ldl,1770,1761,1752.8181818181818
2019,M06,June,2019-06-01,ldr,1.2,1.2,1.209090909090909
2019,M06,June,2019-06-01,ql,3493,3154,3187.4545454545455
2019,M06,June,2019-06-01,qr,2.3,2.2,2.1818181818181817
2019,M06,June,2019-06-01,hl,5768,5760,5759.363636363636
2019,M06,June,2019-06-01,hr,3.8,3.8,3.9545454545454546
2019,M06,June,2019-06-01,tsl,5586,5463,5292.727272727273
2019,M06,June,2019-06-01,tsr,3.7,3.7,3.6272727272727274
2019,M06,June,2019-06-01,jol,7139,6305,7010
2019,M06,June,2019-06-01,jor,4.5,4.3,4.554545454545455
2019,M05,May,2019-05-01,ldl,1773,1773,1724.909090909091
2019,M05,May,2019-05-01,ldr,1.2,1.2,1.190909090909091
2019,M05,May,2019-05-01,ql,3463,3111,3162.6363636363635
2019,M05,May,2019-05-01,qr,2.3,2.1,2.1636363636363636
2019,M05,May,2019-05-01,hl,5725,5725,5798.272727272727
2019,M05,May,2019-05-01,hr,3.8,3.8,4.009090909090909
2019,M05,May,2019-05-01,tsl,5542,5270,5230.363636363636
2019,M05,May,2019-05-01,tsr,3.7,3.6,3.618181818181818
2019,M05,May,2019-05-01,jol,7311,5826,6987.727272727273
2019,M05,May,2019-05-01,jor,4.6,4,4.554545454545455
2019,M04,April,2019-04-01,ldl,1962,1764,2376.3636363636365
2019,M04,April,2019-04-01,ldr,1.3,1.2,1.709090909090909
2019,M04,April,2019-04-01,ql,3488,3028,3134.3636363636365
2019,M04,April,2019-04-01,qr,2.3,2.1,2.1636363636363636
2019,M04,April,2019-04-01,hl,6011,5294,5428.181818181818
2019,M04,April,2019-04-01,hr,4,3.7,3.7545454545454544
2019,M04,April,2019-04-01,tsl,5766,5441,5860.181818181818
2019,M04,April,2019-04-01,tsr,3.8,3.6,4.109090909090909
2019,M04,April,2019-04-01,jol,7191,6091,6923.909090909091
2019,M04,April,2019-04-01,jor,4.6,4,4.5181818181818185
2019,M03,March,2019-03-01,ldl,1692,1787,2759.2727272727275
2019,M03,March,2019-03-01,ldr,1.1,1.2,1.8545454545454545
2019,M03,March,2019-03-01,ql,3534,3150,3193.181818181818
2019,M03,March,2019-03-01,qr,2.4,2.2,2.1818181818181817
2019,M03,March,2019-03-01,hl,5698,5395,5477.545454545455
2019,M03,March,2019-03-01,hr,3.8,3.7,3.7363636363636363
2019,M03,March,2019-03-01,tsl,5557,5494,6302.363636363636
2019,M03,March,2019-03-01,tsr,3.7,3.7,4.290909090909091
2019,M03,March,2019-03-01,jol,7337,6129,6884.909090909091
2019,M03,March,2019-03-01,jor,4.7,4.1,4.463636363636364
2019,M02,February,2019-02-01,ldl,1777,1757,1719.8181818181818
2019,M02,February,2019-02-01,ldr,1.2,1.2,1.1727272727272728
2019,M02,February,2019-02-01,ql,3580,3222,3232.181818181818
2019,M02,February,2019-02-01,qr,2.4,2.2,2.2181818181818183
2019,M02,February,2019-02-01,hl,5680,5624,5575.454545454545
2019,M02,February,2019-02-01,hr,3.8,3.8,3.818181818181818
2019,M02,February,2019-02-01,tsl,5703,5319,5295.181818181818
2019,M02,February,2019-02-01,tsr,3.8,3.7,3.6272727272727274
2019,M02,February,2019-02-01,jol,7072,6552,6862.727272727273
2019,M02,February,2019-02-01,jor,4.5,4.2,4.4363636363636365
2019,M01,January,2019-01-01,ldl,1708,1745,1725.909090909091
2019,M01,January,2019-01-01,ldr,1.1,1.2,1.1818181818181819
2019,M01,January,2019-01-01,ql,3503,3188,3187.4545454545455
2019,M01,January,2019-01-01,qr,2.3,2.2,2.172727272727273
2019,M01,January,2019-01-01,hl,5814,5512,5518.454545454545
2019,M01,January,2019-01-01,hr,3.9,3.8,3.790909090909091
2019,M01,January,2019-01-01,tsl,5521,5288,5264.454545454545
2019,M01,January,2019-01-01,tsr,3.7,3.6,3.6272727272727274
2019,M01,January,2019-01-01,jol,7517,6621,6870
2019,M01,January,2019-01-01,jor,4.8,4.3,4.454545454545454
2018,M12,December,2018-12-01,ldl,1839,1786.5,1743.3
2018,M12,December,2018-12-01,ldr,1.2,1.25,1.2
2018,M12,December,2018-12-01,ql,3407,3312.5,3289.8
2018,M12,December,2018-12-01,qr,2.3,2.25,2.24
2018,M12,December,2018-12-01,hl,5768,5569,5627.2
2018,M12,December,2018-12-01,hr,3.9,3.9,3.85
2018,M12,December,2018-12-01,tsl,5554,5401.5,5382.7
2018,M12,December,2018-12-01,tsr,3.7,3.7,3.68
2018,M12,December,2018-12-01,jol,7489,6522.5,7150.8
2018,M12,December,2018-12-01,jor,4.8,4.15,4.6
2018,M11,November,2018-11-01,ldl,1938,1749,1732.3
2018,M11,November,2018-11-01,ldr,1.3,1.2,1.19
2018,M11,November,2018-11-01,ql,3511,3219.5,3303.9
2018,M11,November,2018-11-01,qr,2.3,2.25,2.25
2018,M11,November,2018-11-01,hl,5826,5660,5645.6
2018,M11,November,2018-11-01,hr,3.9,3.8499999999999996,3.88
2018,M11,November,2018-11-01,tsl,5793,5478.5,5391.7
2018,M11,November,2018-11-01,tsr,3.9,3.6500000000000004,3.69
2018,M11,November,2018-11-01,jol,7594,6573,7027.8
2018,M11,November,2018-11-01,jor,4.8,4.25,4.54
2018,M10,October,2018-10-01,ldl,1813,1760.5,1705.8
2018,M10,October,2018-10-01,ldr,1.2,1.2,1.16
2018,M10,October,2018-10-01,ql,3458,3261.5,3261.9
2018,M10,October,2018-10-01,qr,2.3,2.25,2.2199999999999998
2018,M10,October,2018-10-01,hl,5907,5693,5643.6
2018,M10,October,2018-10-01,hr,4,3.8,3.87
2018,M10,October,2018-10-01,tsl,5602,5379.5,5318.1
2018,M10,October,2018-10-01,tsr,3.7,3.7,3.64
2018,M10,October,2018-10-01,jol,7304,6614,7029.4
2018,M10,October,2018-10-01,jor,4.7,4.4,4.57
2018,M09,September,2018-09-01,ldl,1764,1741,1708.6
2018,M09,September,2018-09-01,ldr,1.2,1.2,1.18
2018,M09,September,2018-09-01,ql,3391,3181.5,3242
2018,M09,September,2018-09-01,qr,2.3,2.2,2.23
2018,M09,September,2018-09-01,hl,5625,5537.5,5632
2018,M09,September,2018-09-01,hr,3.8,3.75,3.88
2018,M09,September,2018-09-01,tsl,5494,5203.5,5297.4
2018,M09,September,2018-09-01,tsr,3.7,3.6,3.64
2018,M09,September,2018-09-01,jol,7411,6416,6953.7
2018,M09,September,2018-09-01,jor,4.7,4.25,4.51
2018,M08,August,2018-08-01,ldl,1803,1773,1714.2727272727273
2018,M08,August,2018-08-01,ldr,1.2,1.2,1.1727272727272728
2018,M08,August,2018-08-01,ql,3423,3103,3250.6363636363635
2018,M08,August,2018-08-01,qr,2.3,2.1,2.209090909090909
2018,M08,August,2018-08-01,hl,5815,5815,5633.272727272727
2018,M08,August,2018-08-01,hr,3.9,3.8,3.8545454545454545
2018,M08,August,2018-08-01,tsl,5543,5334,5318
2018,M08,August,2018-08-01,tsr,3.7,3.6,3.6272727272727274
2018,M08,August,2018-08-01,jol,7208,6360,7123.818181818182
2018,M08,August,2018-08-01,jor,4.6,4.3,4.590909090909091
2018,M07,July,2018-07-01,ldl,1806,1759,1722.4545454545455
2018,M07,July,2018-07-01,ldr,1.2,1.2,1.190909090909091
2018,M07,July,2018-07-01,ql,3426,3097,3234.181818181818
2018,M07,July,2018-07-01,qr,2.3,2.2,2.209090909090909
2018,M07,July,2018-07-01,hl,5649,5649,5649.909090909091
2018,M07,July,2018-07-01,hr,3.8,3.8,3.8636363636363638
2018,M07,July,2018-07-01,tsl,5577,5338,5302.727272727273
2018,M07,July,2018-07-01,tsr,3.7,3.6,3.609090909090909
2018,M07,July,2018-07-01,jol,7190,6514,7174.909090909091
2018,M07,July,2018-07-01,jor,4.6,4.5,4.654545454545454
2018,M06,June,2018-06-01,ldl,1822,1761,1752.8181818181818
2018,M06,June,2018-06-01,ldr,1.2,1.2,1.209090909090909
2018,M06,June,2018-06-01,ql,3382,3154,3187.4545454545455
2018,M06,June,2018-06-01,qr,2.3,2.2,2.1818181818181817
2018,M06,June,2018-06-01,hl,5760,5760,5759.363636363636
2018,M06,June,2018-06-01,hr,3.9,3.8,3.9545454545454546
2018,M06,June,2018-06-01,tsl,5566,5463,5292.727272727273
2018,M06,June,2018-06-01,tsr,3.7,3.7,3.6272727272727274
2018,M06,June,2018-06-01,jol,7230,6305,7010
2018,M06,June,2018-06-01,jor,4.6,4.3,4.554545454545455
2018,M05,May,2018-05-01,ldl,1775,1773,1724.909090909091
2018,M05,May,2018-05-01,ldr,1.2,1.2,1.190909090909091
2018,M05,May,2018-05-01,ql,3382,3111,3162.6363636363635
2018,M05,May,2018-05-01,qr,2.3,2.1,2.1636363636363636
2018,M05,May,2018-05-01,hl,5859,5725,5798.272727272727
2018,M05,May,2018-05-01,hr,3.9,3.8,4.009090909090909
2018,M05,May,2018-05-01,tsl,5492,5270,5230.363636363636
2018,M05,May,2018-05-01,tsr,3.7,3.6,3.618181818181818
2018,M05,May,2018-05-01,jol,7016,5826,6987.727272727273
2018,M05,May,2018-05-01,jor,4.5,4,4.554545454545455
2018,M04,April,2018-04-01,ldl,1727,1764,2376.3636363636365
2018,M04,April,2018-04-01,ldr,1.2,1.2,1.709090909090909
2018,M04,April,2018-04-01,ql,3370,3028,3134.3636363636365
2018,M04,April,2018-04-01,qr,2.3,2.1,2.1636363636363636
2018,M04,April,2018-04-01,hl,5590,5294,5428.181818181818
2018,M04,April,2018-04-01,hr,3.8,3.7,3.7545454545454544
2018,M04,April,2018-04-01,tsl,5441,5441,5860.181818181818
2018,M04,April,2018-04-01,tsr,3.7,3.6,4.109090909090909
2018,M04,April,2018-04-01,jol,6877,6091,6923.909090909091
2018,M04,April,2018-04-01,jor,4.4,4,4.5181818181818185
2018,M03,March,2018-03-01,ldl,1795,1787,2759.2727272727275
2018,M03,March,2018-03-01,ldr,1.2,1.2,1.8545454545454545
2018,M03,March,2018-03-01,ql,3323,3150,3193.181818181818
2018,M03,March,2018-03-01,qr,2.2,2.2,2.1818181818181817
2018,M03,March,2018-03-01,hl,5623,5395,5477.545454545455
2018,M03,March,2018-03-01,hr,3.8,3.7,3.7363636363636363
2018,M03,March,2018-03-01,tsl,5500,5494,6302.363636363636
2018,M03,March,2018-03-01,tsr,3.7,3.7,4.290909090909091
2018,M03,March,2018-03-01,jol,6818,6129,6884.909090909091
2018,M03,March,2018-03-01,jor,4.4,4.1,4.463636363636364
2018,M02,February,2018-02-01,ldl,1771,1757,1719.8181818181818
2018,M02,February,2018-02-01,ldr,1.2,1.2,1.1727272727272728
2018,M02,February,2018-02-01,ql,3222,3222,3232.181818181818
2018,M02,February,2018-02-01,qr,2.2,2.2,2.2181818181818183
2018,M02,February,2018-02-01,hl,5624,5624,5575.454545454545
2018,M02,February,2018-02-01,hr,3.8,3.8,3.818181818181818
2018,M02,February,2018-02-01,tsl,5319,5319,5295.181818181818
2018,M02,February,2018-02-01,tsr,3.6,3.7,3.6272727272727274
2018,M02,February,2018-02-01,jol,6552,6552,6862.727272727273
2018,M02,February,2018-02-01,jor,4.2,4.2,4.4363636363636365
2018,M01,January,2018-01-01,ldl,1932,1745,1725.909090909091
2018,M01,January,2018-01-01,ldr,1.3,1.2,1.1818181818181819
2018,M01,January,2018-01-01,ql,3019,3188,3187.4545454545455
2018,M01,January,2018-01-01,qr,2,2.2,2.172727272727273
2018,M01,January,2018-01-01,hl,5512,5512,5518.454545454545
2018,M01,January,2018-01-01,hr,3.7,3.8,3.790909090909091
2018,M01,January,2018-01-01,tsl,5288,5288,5264.454545454545
2018,M01,January,2018-01-01,tsr,3.6,3.6,3.6272727272727274
2018,M01,January,2018-01-01,jol,6621,6621,6870
2018,M01,January,2018-01-01,jor,4.3,4.3,4.454545454545454
2017,M12,December,2017-12-01,ldl,1732,1786.5,1743.3
2017,M12,December,2017-12-01,ldr,1.2,1.25,1.2
2017,M12,December,2017-12-01,ql,3222,3312.5,3289.8
2017,M12,December,2017-12-01,qr,2.2,2.25,2.24
2017,M12,December,2017-12-01,hl,5421,5569,5627.2
2017,M12,December,2017-12-01,hr,3.7,3.9,3.85
2017,M12,December,2017-12-01,tsl,5249,5401.5,5382.7
2017,M12,December,2017-12-01,tsr,3.6,3.7,3.68
2017,M12,December,2017-12-01,jol,6336,6522.5,7150.8
2017,M12,December,2017-12-01,jor,4.1,4.15,4.6
2017,M11,November,2017-11-01,ldl,1747,1749,1732.3
2017,M11,November,2017-11-01,ldr,1.2,1.2,1.19
2017,M11,November,2017-11-01,ql,3186,3219.5,3303.9
2017,M11,November,2017-11-01,qr,2.2,2.25,2.25
2017,M11,November,2017-11-01,hl,5494,5660,5645.6
2017,M11,November,2017-11-01,hr,3.7,3.8499999999999996,3.88
2017,M11,November,2017-11-01,tsl,5283,5478.5,5391.7
2017,M11,November,2017-11-01,tsr,3.6,3.6500000000000004,3.69
2017,M11,November,2017-11-01,jol,6271,6573,7027.8
2017,M11,November,2017-11-01,jor,4.1,4.25,4.54
2017,M10,October,2017-10-01,ldl,1837,1760.5,1705.8
2017,M10,October,2017-10-01,ldr,1.2,1.2,1.16
2017,M10,October,2017-10-01,ql,3219,3261.5,3261.9
2017,M10,October,2017-10-01,qr,2.2,2.25,2.2199999999999998
2017,M10,October,2017-10-01,hl,5581,5693,5643.6
2017,M10,October,2017-10-01,hr,3.8,3.8,3.87
2017,M10,October,2017-10-01,tsl,5397,5379.5,5318.1
2017,M10,October,2017-10-01,tsr,3.7,3.7,3.64
2017,M10,October,2017-10-01,jol,6408,6614,7029.4
2017,M10,October,2017-10-01,jor,4.2,4.4,4.57
2017,M09,September,2017-09-01,ldl,1787,1741,1708.6
2017,M09,September,2017-09-01,ldr,1.2,1.2,1.18
2017,M09,September,2017-09-01,ql,3190,3181.5,3242
2017,M09,September,2017-09-01,qr,2.2,2.2,2.23
2017,M09,September,2017-09-01,hl,5450,5537.5,5632
2017,M09,September,2017-09-01,hr,3.7,3.75,3.88
2017,M09,September,2017-09-01,tsl,5289,5203.5,5297.4
2017,M09,September,2017-09-01,tsr,3.6,3.6,3.64
2017,M09,September,2017-09-01,jol,6320,6416,6953.7
2017,M09,September,2017-09-01,jor,4.1,4.25,4.51
2017,M08,August,2017-08-01,ldl,1868,1773,1714.2727272727273
2017,M08,August,2017-08-01,ldr,1.3,1.2,1.1727272727272728
2017,M08,August,2017-08-01,ql,3103,3103,3250.6363636363635
2017,M08,August,2017-08-01,qr,2.1,2.1,2.209090909090909
2017,M08,August,2017-08-01,hl,5519,5815,5633.272727272727
2017,M08,August,2017-08-01,hr,3.8,3.8,3.8545454545454545
2017,M08,August,2017-08-01,tsl,5334,5334,5318
2017,M08,August,2017-08-01,tsr,3.6,3.6,3.6272727272727274
2017,M08,August,2017-08-01,jol,6276,6360,7123.818181818182
2017,M08,August,2017-08-01,jor,4.1,4.3,4.590909090909091
2017,M07,July,2017-07-01,ldl,1910,1759,1722.4545454545455
2017,M07,July,2017-07-01,ldr,1.3,1.2,1.190909090909091
2017,M07,July,2017-07-01,ql,3097,3097,3234.181818181818
2017,M07,July,2017-07-01,qr,2.1,2.2,2.209090909090909
2017,M07,July,2017-07-01,hl,5497,5649,5649.909090909091
2017,M07,July,2017-07-01,hr,3.7,3.8,3.8636363636363638
2017,M07,July,2017-07-01,tsl,5338,5338,5302.727272727273
2017,M07,July,2017-07-01,tsr,3.6,3.6,3.609090909090909
2017,M07,July,2017-07-01,jol,6238,6514,7174.909090909091
2017,M07,July,2017-07-01,jor,4.1,4.5,4.654545454545454
2017,M06,June,2017-06-01,ldl,1970,1761,1752.8181818181818
2017,M06,June,2017-06-01,ldr,1.3,1.2,1.209090909090909
2017,M06,June,2017-06-01,ql,3154,3154,3187.4545454545455
2017,M06,June,2017-06-01,qr,2.2,2.2,2.1818181818181817
2017,M06,June,2017-06-01,hl,5635,5760,5759.363636363636
2017,M06,June,2017-06-01,hr,3.8,3.8,3.9545454545454546
2017,M06,June,2017-06-01,tsl,5463,5463,5292.727272727273
2017,M06,June,2017-06-01,tsr,3.7,3.7,3.6272727272727274
2017,M06,June,2017-06-01,jol,6305,6305,7010
2017,M06,June,2017-06-01,jor,4.1,4.3,4.554545454545455
2017,M05,May,2017-05-01,ldl,1794,1773,1724.909090909091
2017,M05,May,2017-05-01,ldr,1.2,1.2,1.190909090909091
2017,M05,May,2017-05-01,ql,3111,3111,3162.6363636363635
2017,M05,May,2017-05-01,qr,2.1,2.1,2.1636363636363636
2017,M05,May,2017-05-01,hl,5477,5725,5798.272727272727
2017,M05,May,2017-05-01,hr,3.7,3.8,4.009090909090909
2017,M05,May,2017-05-01,tsl,5270,5270,5230.363636363636
2017,M05,May,2017-05-01,tsr,3.6,3.6,3.618181818181818
2017,M05,May,2017-05-01,jol,5826,5826,6987.727272727273
2017,M05,May,2017-05-01,jor,3.8,4,4.554545454545455
2017,M04,April,2017-04-01,ldl,1710,1764,2376.3636363636365
2017,M04,April,2017-04-01,ldr,1.2,1.2,1.709090909090909
2017,M04,April,2017-04-01,ql,3028,3028,3134.3636363636365
2017,M04,April,2017-04-01,qr,2.1,2.1,2.1636363636363636
2017,M04,April,2017-04-01,hl,5272,5294,5428.181818181818
2017,M04,April,2017-04-01,hr,3.6,3.7,3.7545454545454544
2017,M04,April,2017-04-01,tsl,5091,5441,5860.181818181818
2017,M04,April,2017-04-01,tsr,3.5,3.6,4.109090909090909
2017,M04,April,2017-04-01,jol,6091,6091,6923.909090909091
2017,M04,April,2017-04-01,jor,4,4,4.5181818181818185
2017,M03,March,2017-03-01,ldl,1762,1787,2759.2727272727275
2017,M03,March,2017-03-01,ldr,1.2,1.2,1.8545454545454545
2017,M03,March,2017-03-01,ql,3150,3150,3193.181818181818
2017,M03,March,2017-03-01,qr,2.2,2.2,2.1818181818181817
2017,M03,March,2017-03-01,hl,5395,5395,5477.545454545455
2017,M03,March,2017-03-01,hr,3.7,3.7,3.7363636363636363
2017,M03,March,2017-03-01,tsl,5280,5494,6302.363636363636
2017,M03,March,2017-03-01,tsr,3.6,3.7,4.290909090909091
2017,M03,March,2017-03-01,jol,5811,6129,6884.909090909091
2017,M03,March,2017-03-01,jor,3.8,4.1,4.463636363636364
2017,M02,February,2017-02-01,ldl,1711,1757,1719.8181818181818
2017,M02,February,2017-02-01,ldr,1.2,1.2,1.1727272727272728
2017,M02,February,2017-02-01,ql,3089,3222,3232.181818181818
2017,M02,February,2017-02-01,qr,2.1,2.2,2.2181818181818183
2017,M02,February,2017-02-01,hl,5350,5624,5575.454545454545
2017,M02,February,2017-02-01,hr,3.7,3.8,3.818181818181818
2017,M02,February,2017-02-01,tsl,5176,5319,5295.181818181818
2017,M02,February,2017-02-01,tsr,3.5,3.7,3.6272727272727274
2017,M02,February,2017-02-01,jol,5923,6552,6862.727272727273
2017,M02,February,2017-02-01,jor,3.9,4.2,4.4363636363636365
2017,M01,January,2017-01-01,ldl,1745,1745,1725.909090909091
2017,M01,January,2017-01-01,ldr,1.2,1.2,1.1818181818181819
2017,M01,January,2017-01-01,ql,3188,3188,3187.4545454545455
2017,M01,January,2017-01-01,qr,2.2,2.2,2.172727272727273
2017,M01,January,2017-01-01,hl,5499,5512,5518.454545454545
2017,M01,January,2017-01-01,hr,3.8,3.8,3.790909090909091
2017,M01,January,2017-01-01,tsl,5320,5288,5264.454545454545
2017,M01,January,2017-01-01,tsr,3.7,3.6,3.6272727272727274
2017,M01,January,2017-01-01,jol,5617,6621,6870
2017,M01,January,2017-01-01,jor,3.7,4.3,4.454545454545454
2016,M12,December,2016-12-01,ldl,1708,1786.5,1743.3
2016,M12,December,2016-12-01,ldr,1.2,1.25,1.2
2016,M12,December,2016-12-01,ql,2989,3312.5,3289.8
2016,M12,December,2016-12-01,qr,2.1,2.25,2.24
2016,M12,December,2016-12-01,hl,5343,5569,5627.2
2016,M12,December,2016-12-01,hr,3.7,3.9,3.85
2016,M12,December,2016-12-01,tsl,5071,5401.5,5382.7
2016,M12,December,2016-12-01,tsr,3.5,3.7,3.68
2016,M12,December,2016-12-01,jol,5964,6522.5,7150.8
2016,M12,December,2016-12-01,jor,3.9,4.15,4.6
2016,M11,November,2016-11-01,ldl,1751,1749,1732.3
2016,M11,November,2016-11-01,ldr,1.2,1.2,1.19
2016,M11,November,2016-11-01,ql,3026,3219.5,3303.9
2016,M11,November,2016-11-01,qr,2.1,2.25,2.25
2016,M11,November,2016-11-01,hl,5308,5660,5645.6
2016,M11,November,2016-11-01,hr,3.7,3.8499999999999996,3.88
2016,M11,November,2016-11-01,tsl,5139,5478.5,5391.7
2016,M11,November,2016-11-01,tsr,3.5,3.6500000000000004,3.69
2016,M11,November,2016-11-01,jol,5971,6573,7027.8
2016,M11,November,2016-11-01,jor,4,4.25,4.54
2016,M10,October,2016-10-01,ldl,1664,1760.5,1705.8
2016,M10,October,2016-10-01,ldr,1.1,1.2,1.16
2016,M10,October,2016-10-01,ql,3074,3261.5,3261.9
2016,M10,October,2016-10-01,qr,2.1,2.25,2.2199999999999998
2016,M10,October,2016-10-01,hl,5210,5693,5643.6
2016,M10,October,2016-10-01,hr,3.6,3.8,3.87
2016,M10,October,2016-10-01,tsl,5125,5379.5,5318.1
2016,M10,October,2016-10-01,tsr,3.5,3.7,3.64
2016,M10,October,2016-10-01,jol,5591,6614,7029.4
2016,M10,October,2016-10-01,jor,3.7,4.4,4.57
2016,M09,September,2016-09-01,ldl,1588,1741,1708.6
2016,M09,September,2016-09-01,ldr,1.1,1.2,1.18
2016,M09,September,2016-09-01,ql,3047,3181.5,3242
2016,M09,September,2016-09-01,qr,2.1,2.2,2.23
2016,M09,September,2016-09-01,hl,5306,5537.5,5632
2016,M09,September,2016-09-01,hr,3.7,3.75,3.88
2016,M09,September,2016-09-01,tsl,4985,5203.5,5297.4
2016,M09,September,2016-09-01,tsr,3.4,3.6,3.64
2016,M09,September,2016-09-01,jol,5868,6416,6953.7
2016,M09,September,2016-09-01,jor,3.9,4.25,4.51
2016,M08,August,2016-08-01,ldl,1860,1773,1714.2727272727273
2016,M08,August,2016-08-01,ldr,1.3,1.2,1.1727272727272728
2016,M08,August,2016-08-01,ql,2998,3103,3250.6363636363635
2016,M08,August,2016-08-01,qr,2.1,2.1,2.209090909090909
2016,M08,August,2016-08-01,hl,5327,5815,5633.272727272727
2016,M08,August,2016-08-01,hr,3.7,3.8,3.8545454545454545
2016,M08,August,2016-08-01,tsl,5204,5334,5318
2016,M08,August,2016-08-01,tsr,3.6,3.6,3.6272727272727274
2016,M08,August,2016-08-01,jol,5677,6360,7123.818181818182
2016,M08,August,2016-08-01,jor,3.8,4.3,4.590909090909091
2016,M07,July,2016-07-01,ldl,1759,1759,1722.4545454545455
2016,M07,July,2016-07-01,ldr,1.2,1.2,1.190909090909091
2016,M07,July,2016-07-01,ql,2967,3097,3234.181818181818
2016,M07,July,2016-07-01,qr,2.1,2.2,2.209090909090909
